,B24_NAME,RM_ID,P26_RA,P26_DEC,B24_R500,z,LAMBDA_CHISQ,LAMBDA_CHISQ_ERR,B24_KT,B24_KT_L,B24_KT_H,B24_L500_0520,B24_L500_L_0520,B24_L500_H_0520,P26_T_ero,P26_T_ero_lo_err,P26_T_ero_hi_err,P26_L_0.5-2_ero,P26_L_0.5-2_ero_lo_err,P26_L_0.5-2_ero_hi_err,P26_L_0.1-10_ero,P26_L_0.1-10_ero_lo_err,P26_L_0.1-10_ero_hi_err,P26_T_xmm,P26_T_xmm_lo_err,P26_T_xmm_hi_err,P26_L_0.5-2_xmm,P26_L_0.5-2_xmm_lo_err,P26_L_0.5-2_xmm_hi_err,P26_L_0.1-10_xmm,P26_L_0.1-10_xmm_lo_err,P26_L_0.1-10_xmm_hi_err
48,1eRASS J034557.2-241643,6036.0,56.5,-24.31,1096.0,0.12,37.0,3.8556573,2.55,2.0,2.97,84.284,79.958,88.848,3.720142118,0.7592516489999999,1.1604706059999996,8.007483982000001e+43,4.0731602138075707e+42,3.69269064351824e+42,2.1234937180000003e+44,2.8407137507333943e+43,2.029656964055424e+43,3.885650299,0.0800067449999999,0.0801016809999999,1.079217482e+44,9.3219420029514e+41,9.908944368261399e+41,2.9283860590000004e+44,4.076750096677971e+42,2.5054220188890398e+42
49,1eRASS J035209.7-403128,2007.0,58.04,-40.52,902.0,0.4,50.0,2.7148757,-1.0,2.63,-1.0,74.908,62.508,89.813,63.99919094,56.64590492,-63.99919094,7.324499195e+43,7.324499195e+43,1.0153652877189822e+44,3.530126175e+44,3.530126175e+44,4.842559818205905e+44,2.652546909,0.4031548579999997,0.932943496,3.3706612510000004e+43,5.876391492901169e+42,4.831328693338761e+42,7.891589224000001e+43,1.265500178344915e+43,1.004572951914434e+43
50,1eRASS J035414.1-590513,583.0,58.56,-59.09,1054.0,0.41,69.0,3.0469944,3.61,2.53,14.47,149.229,133.074,166.642,3.820218637,1.3625760379999998,13.449814903,1.56668821e+44,1.8932747503066179e+43,1.7243239258177648e+43,4.1267561129999996e+44,9.405270699336007e+43,9.024527055475102e+43,4.507135423,0.3566282570000005,0.3928618769999996,1.5309070140000003e+44,3.785031613042441e+42,4.3188261765811797e+42,4.399652534e+44,2.0245528979953237e+43,1.490736314363731e+43
51,1eRASS J040352.5-571940,1265.0,60.97,-57.32,1113.0,0.46,62.0,3.738572,-1.0,7.21,-1.0,235.543,211.233,265.894,63.99987342,49.5097637,-63.99987342,2.048874459e+44,2.048874459e+44,1.790040592886343e+44,9.861192816000002e+44,9.861192812457703e+44,7.929301765969328e+44,4.643775754,0.2413586470000002,0.2438789510000001,3.2191844700000004e+44,4.4964697208948695e+42,6.709606017514111e+42,9.35034923e+44,2.239742776470097e+43,2.4254904504014395e+43
52,1eRASS J040506.5-371706,4104.0,61.28,-37.29,786.0,0.2,37.0,2.348336,1.49,1.18,2.1,22.189,18.847,26.177,63.99999998,63.99999998,-63.99999998,1.4333108580000005e+37,1.4333108580000005e+37,5.834941883419092e+43,6.936692269999999e+37,6.936692270000001e+37,2.7916359970770233e+44,0.009083114316,0.009083114316,0.0061425877339999,1.2736512470000002e+33,1.2736512470000003e+33,-1.2736512470000003e+33,3.016894592e+49,3.016894592e+49,-3.016894592e+49
53,1eRASS J041116.2-481850,6.0,62.8,-48.33,1237.0,0.41,178.0,5.029322,6.93,5.42,14.15,427.782,399.601,463.466,6.715887551,2.123082266,6.113332439000001,4.333334960000001e+44,2.2116500127106927e+43,1.7271328421734463e+43,1.409084398e+45,1.6228964171016736e+44,1.323968359891446e+44,5.4335976,0.1525320319999998,0.2171609220000006,6.490953153000001e+44,2.735352539885652e+43,3.686481226259434e+43,2.000633489e+45,1.4048569273975251e+44,1.0154605001912689e+44
54,1eRASS J041723.0-474844,151.0,64.35,-47.81,1190.0,0.59,112.0,4.4736824,-1.0,6.22,-1.0,565.38,515.818,630.968,3.430861899,0.4461209849999998,0.7538488360000004,9.322497140999999e+44,5.154026429172737e+43,4.729763732548847e+43,2.3317372840000003e+45,2.3285115917391485e+44,2.2042577058810984e+44,3.627307243,0.0853418560000003,0.0864371659999996,1.166901923e+45,1.3843019529750265e+43,1.2192009863842309e+43,3.083737997e+45,4.1763273135370586e+43,3.253703945097656e+43
55,1eRASS J042018.4-503151,17944.0,65.07,-50.53,710.0,0.44,28.0,2.7287798,1.16,0.93,2.09,42.866,32.014,54.937,2.607824663,1.237265226,6.979037601,3.2544246430000003e+43,1.4921129293871372e+43,8.224209187694111e+42,7.337463775e+43,2.588238186948764e+43,3.752139148922545e+43,2.074991544,0.089120171,0.087526344,4.751123739000001e+43,5.81765440634324e+42,3.00032841142725e+42,1.0111381999999999e+44,1.3015197599833288e+43,6.06510023489337e+42
56,1eRASS J043817.8-541917,48.0,69.57,-54.32,1292.0,0.42,132.0,4.728269,-1.0,5.35,-1.0,643.019,610.257,678.488,7.830043116,1.7603959209999998,3.254658664,5.9030920329999995e+44,2.0763002289993024e+43,1.5998990006632772e+43,2.009035617e+45,1.815648241151045e+44,1.5765853614808287e+44,8.100707514,0.1382106219999999,0.1382692770000009,7.359392373e+44,7.760500342653381e+42,6.977245051224901e+42,2.5699354060000003e+45,3.0869791405706016e+43,2.437439567581741e+43
57,1eRASS J043817.3-531056,6587.0,69.57,-53.18,557.0,0.3,36.0,2.869104,-1.0,2.24,-1.0,8.314,5.694,11.474,1.733391139,0.5059939920000001,4.165810989,8.993086159e+42,4.35370104751001e+42,3.910699225458101e+42,1.7317429179999998e+43,7.922212699066559e+42,8.915077580377821e+42,2.559904314,0.2654350220000001,0.302405045,1.17297098e+43,6.3334833695263994e+41,8.081890533091601e+41,2.7065561290000005e+43,1.56047340552257e+42,1.8293284090870898e+42
58,1eRASS J044647.1-370345,12.0,71.7,-37.06,1173.0,0.6,204.0,6.391285,-1.0,6.24,-1.0,520.879,462.804,574.899,10.92259164,4.686615287,37.83761783,4.6748644240000005e+44,4.6748644240000005e+44,4.1834406405245377e+43,1.733091325e+45,1.7330913211779935e+45,3.724853717250763e+44,8.557892174,0.334842802999999,0.4247214620000008,5.029446604000001e+44,8.772603159944792e+42,1.0337045947888312e+43,1.7872031920000003e+45,4.879054133237867e+43,2.66423677067468e+43
59,1eRASS J044921.0-284909,2576.0,72.34,-28.82,1209.0,0.34,34.0,3.164722,3.73,2.62,6.77,231.402,205.12,263.563,3.453317592,0.8604537419999998,2.1836201230000003,2.5612251330000003e+44,2.0714460159561361e+43,3.3544784617136674e+43,6.5067162139999995e+44,1.4520863973852451e+44,1.2737874272423838e+44,3.005700145,0.1189609420000001,0.1200662869999997,2.7366500459999998e+44,1.02878036795712e+43,1.153297031162839e+43,6.7200165660000005e+44,2.8346652182189417e+43,2.6238065497400563e+43
60,1eRASS J044956.2-444019,545.0,72.49,-44.67,1170.0,0.16,66.0,3.6075692,3.0,2.56,4.57,132.113,125.42,139.314,3.842799846,0.6517397520000001,1.384574012,1.291567748e+44,5.4134394893613706e+42,7.212584363974079e+42,3.4566103940000006e+44,4.1942539109969054e+43,3.6098359929290505e+43,3.827400777,0.0942769939999998,0.0946983660000002,1.6743894170000002e+44,1.13379464794922e+42,1.7903985598935202e+42,4.516650754e+44,5.3449825461838397e+42,6.22497233415195e+42
61,1eRASS J045507.1-532347,3728.0,73.77,-53.4,500.0,0.41,44.0,3.4565077,-1.0,-1.0,-1.0,-1.0,-1.0,14.545,6.821624544,4.322271701,-6.821624544,2.091854323e+43,2.091854323e+43,2.4589278326707606e+42,6.8445107239999995e+43,6.844510455432524e+43,2.898269655389182e+43,3.362934649,0.4707734129999998,0.6059719480000001,2.3635712129999997e+43,1.31282252218826e+42,1.9240771607506602e+42,6.070174672000001e+43,6.451586610352721e+42,3.7164697346906597e+42
62,1eRASS J050105.8-242502,272.0,75.27,-24.42,946.0,0.32,77.0,4.033615,2.01,1.4,6.37,74.678,62.657,90.014,2.153634785,0.5394586809999999,2.432578086,8.040669718999999e+43,1.1417466351028659e+43,1.9710365305272803e+43,1.6938293900000002e+44,3.149652851445049e+43,4.1018900934931876e+43,4.053071224,0.2215961919999998,0.2225333679999996,9.088463814999999e+43,1.4378544582101898e+42,2.2055858524709698e+42,2.507509091e+44,7.584081082284762e+42,8.170188359780961e+42
63,1eRASS J051016.7-451911,117.0,77.57,-45.32,1280.0,0.21,101.0,4.886686,4.85,3.57,6.14,287.006,276.084,299.317,5.569084261,0.9708477140000004,1.283836568,2.908161528e+44,1.1178876950982889e+43,9.18178370377124e+42,8.939710867000002e+44,1.2899804485441488e+44,8.990120508151886e+43,6.482638296,0.1480493040000006,0.148600633,3.4412063019999997e+44,2.5754843407836498e+42,2.7133608703347505e+42,1.123329109e+45,1.1217166544969e+43,1.23409607103283e+43
64,1eRASS J051438.0-490334,119.0,78.65,-49.09,974.0,0.11,87.0,3.5888658,2.71,1.99,3.6,43.733,41.698,45.576,4.32459239,0.9675395310000005,1.295216698,3.864274742e+43,1.7656103742249502e+42,1.1206163889595701e+42,1.088175495e+44,1.5754923728973771e+43,1.2222153972084179e+43,54.5469486,10.01353383,-54.5469486,6.814693519000001e+43,7.733016294003001e+41,3.5644389401183304e+42,3.2708690380000003e+44,8.501133749398881e+42,1.4903573613873813e+43
65,1eRASS J051606.7-485510,7310.0,79.03,-48.92,889.0,0.6,37.0,2.9743724,-1.0,3.41,-1.0,148.644,123.146,180.172,3.348149216,1.08741835,2.797217654,2.127573989e+44,2.5888271914805164e+43,3.970533141960882e+43,5.261938843e+44,1.0925720405011278e+44,9.166180392282968e+43,2.70734144,1.051128705,2.802541841,1.233888862e+44,4.717341100946754e+43,4.4299301441387056e+43,2.9135589159999997e+44,1.1180872554969442e+44,1.1502019571920888e+44
66,1eRASS J051636.6-543031,4.0,79.16,-54.5,1304.0,0.3,207.0,7.181398,8.07,5.81,10.37,433.182,417.986,451.639,6.312981181,1.3914675279999995,1.9172256900000004,4.1152249469999996e+44,1.2820791732105052e+43,1.4664517092980614e+43,1.3146751969999998e+45,1.3203321894932931e+44,1.044706487958938e+44,8.553195734,0.150573864,0.2121783469999982,4.6386916190000006e+44,3.14384130042292e+42,2.4183779522933506e+42,1.648121459e+45,1.381112340679169e+43,1.1252413022824651e+43
67,1eRASS J052100.7-481647,4030.0,80.24,-48.27,745.0,0.31,46.0,3.4112942,1.34,1.09,3.68,29.203,22.004,37.546,1.878984289,0.483537227,1.4707673250000002,3.1483413939999996e+43,6.140005363493299e+42,1.1532393160868319e+43,6.239817422000001e+43,1.0135678471533012e+43,1.7668638262740302e+43,3.471152286,1.3880367170000003,3.710442404,1.985482222e+43,4.698660185822131e+42,5.3179323154967504e+42,5.1629813870000005e+43,2.0600313164237904e+43,2.088189877564417e+43
68,1eRASS J052215.2-481813,629.0,80.56,-48.3,1129.0,0.3,85.0,4.732115,3.7,2.35,5.49,147.594,132.622,161.909,2.457027872,0.8339056139999999,-2.457027872,4.0194627300000007e+43,9.418513747504089e+42,1.4838231226649922e+43,8.922404500999999e+43,2.327091123696164e+43,2.9507211692363926e+43,4.961618204,0.3252616389999998,0.3272554000000003,1.6049483080000002e+44,3.2393468748795196e+42,3.4907304756634904e+42,4.7756948850000005e+44,1.6423053793849628e+43,1.501117927365896e+43
69,1eRASS J052214.0-362502,1861.0,80.56,-36.42,806.0,0.46,53.0,3.8652263,-1.0,2.13,-1.0,79.184,59.295,102.059,2.509293244,1.097113745,5.064655449,7.731980969000001e+43,7.731980965780737e+43,2.0016767147416538e+43,1.7052092980000002e+44,9.0590587349792e+43,8.836288661602689e+43,4.695524473,0.3826923200000003,0.3901936859999999,1.015360215e+44,3.0946763678078205e+42,5.00884552199049e+42,2.960560369e+44,1.7962578244007072e+43,1.1802122630099049e+43
70,1eRASS J052548.5-471511,215.0,81.45,-47.25,1233.0,0.2,79.0,3.3408241,-1.0,6.47,-1.0,212.839,203.927,222.438,12.79299229,4.7429458690000015,9.65832862,2.2143378710000005e+44,9.696948950844213e+42,1.0701676927458312e+43,8.566913635000002e+44,1.5487598975351539e+44,1.0231382237070952e+44,8.257852379,0.3759647519999989,0.3823384830000016,2.6561150260000003e+44,3.0719882894534803e+42,3.6709174215529897e+42,9.326455032e+44,1.9133567452557959e+43,1.6778731422127032e+43
71,1eRASS J052852.7-392824,214.0,82.22,-39.46,1379.0,0.29,115.0,7.5837264,5.87,4.59,9.41,523.919,493.269,556.033,5.504671533,0.9451511209999994,1.813026356,5.4277938860000005e+44,1.981320846076017e+43,2.1556052231028563e+43,1.6588446550000003e+45,2.635194497578654e+44,1.6239552090147914e+44,6.875685258,0.2474902219999997,0.2865396740000001,6.546751287e+44,6.268376158052671e+42,6.42139968443652e+42,2.181966557e+45,3.505364250781089e+43,2.6813384023323087e+43
72,1eRASS J052945.2-314518,187.0,82.44,-31.77,1278.0,0.35,93.0,4.2913465,4.89,3.03,8.53,394.099,363.681,427.362,5.809474406,1.6891089999999993,4.327385374,3.5714255530000006e+44,2.7489997634485335e+43,3.3575375336374494e+43,1.107489845e+45,2.9057863688187448e+44,1.5995067137368202e+44,5.740146385,0.3246596120000005,0.3274761169999998,4.343975591e+44,6.740493275235741e+42,6.176803989952949e+42,1.361936267e+45,3.4515565730791647e+43,3.7052009296119033e+43
73,1eRASS J053255.6-370138,2.0,83.23,-37.03,1371.0,0.28,199.0,5.87942,5.95,4.53,9.43,515.155,490.005,542.639,6.870133814,1.6587091769999995,3.113154873,5.0903756419999995e+44,2.1462365248740367e+43,2.924997709552535e+43,1.67643936e+45,3.289524758603816e+44,1.8021184867774803e+44,7.170225784,0.2414357320000002,0.242501281,5.918915784e+44,5.3782116103382505e+42,5.099207965784721e+42,1.994804193e+45,2.623782402872329e+43,2.5780814629607897e+43
74,1eRASS J054249.8-410004,658.0,85.71,-41.0,1058.0,0.65,101.0,6.121897,-1.0,2.96,-1.0,368.026,312.339,437.21,2.658362448,0.639943841,1.993073,4.238309176e+44,4.074870136487272e+43,4.90299133221891e+43,9.508231115e+44,1.132388835423931e+44,1.4850051942408223e+44,7.038031426,0.487600982,0.8455249189999998,2.4537637330000003e+44,8.48828763426059e+42,7.130264083175051e+42,8.228832787e+44,2.734683711603151e+43,2.994604910380694e+43
75,1eRASS J054738.4-315214,26.0,86.91,-31.87,1295.0,0.15,120.0,4.042724,4.26,3.24,5.89,234.916,224.245,247.552,4.155843419,0.7674365839999999,1.1007081220000003,2.1960465339999998e+44,8.679996024534501e+42,5.197759112255221e+42,6.073461127e+44,2.4483097520214157e+43,5.238809921626099e+43,6.18072982,0.089772345,0.0898231369999997,2.7613590179999998e+44,1.2192377944746703e+42,1.0385423389592401e+42,8.86866319e+44,5.834452737798719e+42,5.921676697668509e+42
76,1eRASS J054843.5-215522,2191.0,87.22,-21.89,1015.0,0.11,21.0,3.909551,-1.0,2.74,-1.0,49.189,45.649,52.968,3.234998286,0.6653314620000002,1.364786224,5.209026185999999e+43,2.82970440760272e+42,2.1516308747269402e+42,1.3082011990000002e+44,1.576837476903873e+43,1.6357747663486931e+43,3.605450477,0.0692454070000003,0.0692476609999999,4.132386742000001e+43,2.560811345657801e+41,2.7829566019189007e+41,1.0896720980000002e+44,1.4875294927626298e+42,8.334155010076199e+41
77,1eRASS J055942.9-524851,61.0,89.93,-52.82,984.0,0.61,142.0,5.1422925,-1.0,2.82,-1.0,242.124,186.806,316.942,2.782388774,0.6696409700000001,1.7680127169999995,2.8764621510000004e+44,3.8702383450373537e+43,6.219698953079987e+43,6.582122507000001e+44,1.3095581964343234e+44,1.4909712264784578e+44,6.804198753,0.6311437489999996,0.9082482040000004,3.35907503e+44,8.073061849783791e+42,1.3813337883578942e+43,1.115744526e+45,5.280375438145317e+43,4.930709862514512e+43
78,1eRASS J060554.1-351809,190.0,91.48,-35.3,1348.0,0.15,80.0,4.5185313,3.78,3.03,4.65,287.724,275.778,299.453,3.281795831,0.46202969,0.7119601319999997,2.878354884e+44,9.302685231508139e+42,1.1788122610288773e+43,7.245064644e+44,5.6710156570193e+43,5.432972690484428e+43,4.925549863,0.0573964439999992,0.0575022260000004,3.602811809e+44,1.8719463645851798e+42,1.63615076857146e+42,1.069001329e+45,7.034066268496981e+42,5.3565275616518804e+42
79,1eRASS J061632.0-394806,495.0,94.13,-39.77,1191.0,0.15,78.0,4.223441,3.64,2.42,5.94,130.379,119.893,139.658,3.812189193,0.902771923,1.5598676209999995,1.125620536e+44,8.228596591075731e+42,9.519942547535222e+42,3.0062970820000003e+44,6.382283665883874e+43,5.391872224000488e+43,4.91469134,0.1325919049999999,0.1331473220000001,1.8262061620000003e+44,1.43010580132363e+42,1.6561947964887606e+42,5.4144705880000004e+44,8.191285351745561e+42,6.71628665462455e+42
80,1eRASS J202210.0-632358,1252.0,305.54,-63.4,882.0,0.39,61.0,3.6691463,-1.0,1.39,-1.0,97.14,71.523,128.079,0.1553870649,0.12779520951,0.0691500994,7.095418936999999e+43,6.768877237943326e+43,8.971701927402231e+42,2.79201335e+44,2.79201335e+44,4.3983668564972094e+43,4.545355909,0.4681646650000006,0.6029216269999997,1.25863937e+44,7.292345679701581e+42,7.440712101084149e+42,3.628104631e+44,3.5913899843280394e+43,1.9330705119373078e+43
81,1eRASS J202321.6-553524,45.0,305.84,-55.6,1300.0,0.22,133.0,6.405799,-1.0,2.3,-1.0,262.298,234.816,288.954,8.535222494,3.864038987999999,16.613344926,2.8267418690000003e+44,2.792208390526772e+43,1.6809682210297213e+43,9.953184793e+44,2.7987189114731328e+44,1.2213448334783618e+44,7.063365551,0.2363981530000005,0.2336173449999998,3.819237423000001e+44,8.177129594933591e+42,7.449440514364809e+42,1.281354324e+45,1.5468272738280182e+43,3.3788677620504785e+43
82,1eRASS J205555.4-545538,324.0,313.98,-54.93,1135.0,0.14,64.0,3.553733,3.9,2.96,8.9,99.585,89.768,110.708,4.334270932,1.201192873,2.970445675,1.050577397e+44,1.025722114270174e+43,1.078505008609326e+43,2.953020729e+44,8.335718137396357e+43,6.378827443166649e+43,4.393770646,0.1534807240000004,0.1519725970000003,1.019530895e+44,1.0204465570424299e+42,1.25481433018919e+42,2.9045547200000004e+44,6.142846418954459e+42,3.41314312903758e+42
83,1eRASS J212433.5-612500,319.0,321.16,-61.41,1073.0,0.44,92.0,4.4772434,-1.0,2.54,-1.0,233.108,189.812,281.046,63.99403528,57.545158842,-63.99403528,1.339787773e+44,1.339787773e+44,3.239748899193757e+44,6.4518977020000005e+44,6.4518977020000005e+44,1.5475857753830864e+45,4.107132235,0.3524094550000001,0.3833643149999997,1.6610875629999999e+44,8.176330855048009e+42,7.488171100907852e+42,4.607159438e+44,2.722154846324836e+43,1.872421181794328e+43
84,1eRASS J213056.7-645842,436.0,322.73,-64.98,1079.0,0.31,83.0,4.4405165,-1.0,5.38,-1.0,146.856,123.351,170.238,2.654687069,0.807875173,2.069715468,2.104253622e+44,2.2294881467543356e+43,3.681318743459321e+43,4.817131738e+44,7.468545665785344e+43,1.0222257294223579e+44,3.837702894,0.2791705589999997,0.2840432180000003,2.1012432670000005e+44,4.8815762514707995e+42,7.682335385119551e+42,5.6737990249999994e+44,2.189038118891942e+43,2.4050695846752985e+43
85,1eRASS J213400.4-423849,21.0,323.5,-42.65,1211.0,0.2,144.0,4.423391,3.05,1.79,6.43,146.648,126.096,173.536,63.90667532,55.564164811,-63.90667532,9.687693884e+43,9.687693884e+43,8.53287719502797e+43,4.687485037e+44,4.687485037e+44,6.333304861977154e+44,4.329020187,0.1772026850000001,0.2857802509999994,1.15165806e+44,1.8790403642727706e+42,1.89166144105389e+42,3.264628027e+44,1.2142399335663852e+43,1.3327973524519229e+43
86,1eRASS J213441.2-490719,2360.0,323.68,-49.12,829.0,0.57,51.0,4.8275223,-1.0,1.63,-1.0,164.44,99.096,279.887,63.99882276,61.687863212,-63.99882276,8.504056639000001e+43,8.504056639000001e+43,3.442765268993125e+44,4.085333382000001e+44,4.085333382000001e+44,1.648499383477704e+45,3.928018153,0.6149318039999998,0.7411431329999996,1.8392221750000003e+44,1.949516470272173e+43,1.4890294117274263e+43,5.0120710900000005e+44,6.079032693325526e+43,6.846097029532267e+43
87,1eRASS J213536.8-572622,50.0,323.91,-57.44,1021.0,0.42,131.0,6.26982,3.83,1.76,8.05,190.371,151.728,238.35,5.222090426,3.313897213,-5.222090426,1.8931409880000004e+44,1.8931409880000004e+44,1.732128712490316e+43,5.631835383000001e+44,5.63183538262468e+44,1.9980122788111542e+44,5.793107737,1.2875891169999996,1.3960331300000002,2.93489106e+44,1.5307135064334882e+43,2.3158892133151583e+43,9.228743532e+44,9.626539155422272e+43,8.31429050454799e+43
88,1eRASS J213800.9-600758,10.0,324.5,-60.13,1320.0,0.32,152.0,4.635746,-1.0,2.78,-1.0,377.77,335.194,416.41,7.66698613,4.392021657999999,-7.66698613,2.4816053610000006e+44,1.0166632271265959e+44,4.2971497498673705e+43,8.416309784e+44,8.416309782920072e+44,1.9563893878971356e+44,8.247889197,0.5276351679999989,0.5528890080000011,2.378547785e+44,6.15293166383515e+42,5.2811034215780896e+42,8.352876399e+44,2.2909076233699683e+43,1.6257472410196132e+43
89,1eRASS J214359.4-563717,36627.0,326.0,-56.62,1142.0,0.11,21.0,2.7006896,3.11,2.24,4.33,88.42,83.458,93.739,2.302442473,0.3247112550000002,0.5982574709999997,7.599538185999999e+43,3.644810940721701e+42,5.1740297260208296e+42,1.6705277780000002e+44,1.924572113363724e+43,2.4419335818556254e+43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
90,1eRASS J214553.0-564448,113.0,326.47,-56.75,1136.0,0.48,123.0,5.2248273,-1.0,3.42,-1.0,346.917,290.447,412.982,4.479521533,2.058685642,10.312364417,3.8663663289999996e+44,3.8663663289999996e+44,6.592493153991418e+43,1.080944275e+45,1.0004852346749923e+45,3.4454961899481138e+44,6.972510381,0.4138449470000003,0.6536082639999998,3.6841378589999996e+44,1.349898909138198e+43,1.2053169909060062e+43,1.2323718980000001e+45,5.429004795459366e+43,3.2891784178759195e+43
91,1eRASS J215826.3-602359,643.0,329.61,-60.43,974.0,0.1,88.0,4.772801,-1.0,2.84,-1.0,40.059,35.332,45.313,12.26516001,6.299739538000001,-12.26516001,3.875432822e+43,3.875432822e+43,5.89587882138778e+42,1.491565737e+44,1.4915657329357331e+44,4.184467562224784e+43,3.79259734,0.1105607690000001,0.110687473,6.5724624760000005e+43,6.576481695056901e+41,7.0000418678137e+41,1.7665953769999999e+44,3.06166688087254e+42,2.8180562189114305e+42
92,1eRASS J215958.6-624321,64.0,329.99,-62.75,816.0,0.39,117.0,4.1146255,-1.0,1.89,-1.0,64.412,40.651,112.201,63.90450968,59.825402117,-63.90450968,7.347192462000001e+43,7.347192461999999e+43,1.8771107798830467e+44,3.5409577960000003e+44,3.5409577960000003e+44,9.019433565916844e+44,3.033289579,0.2844664159999999,0.2905059220000003,9.616509421e+43,4.439881801061141e+42,4.36156545740225e+42,2.3696663720000004e+44,1.7014360880054398e+43,1.204644245304975e+43
93,1eRASS J220112.5-614737,6889.0,330.3,-61.79,1016.0,0.23,33.0,2.729365,2.02,1.39,4.28,89.381,73.756,105.627,1.722506808,0.2318742559999997,0.651508508,1.021464924e+44,1.1545013104708378e+43,2.4988453101191203e+43,1.97010065e+44,3.585330274896273e+43,3.464545344315964e+43,2.458283568,0.179386875,0.1794997619999998,7.283586721000002e+43,2.3901376986978406e+42,2.3418771724811506e+42,1.6542544079999999e+44,6.092648880611071e+42,9.800141216447152e+42
94,1eRASS J220211.0-593608,2932.0,330.55,-59.6,936.0,0.43,48.0,3.5043547,-1.0,5.2,-1.0,113.637,79.056,165.851,2.308665834,0.969575532,-2.308665834,6.480114586e+43,6.480114586e+43,2.8472080716533135e+43,1.387293144e+44,1.387293143886144e+44,9.573274516387566e+43,2.86135477,0.6784639780000004,0.9280193579999998,3.887983317000001e+43,7.800288529611331e+42,1.0027992411351052e+43,9.368488189e+43,2.1651593613410472e+43,1.860637966659473e+43
95,1eRASS J222417.9-551456,3337.0,336.1,-55.26,997.0,0.11,52.0,3.4918437,-1.0,3.76,-1.0,44.047,40.008,48.504,2.989208959,0.712943165,2.091716153,4.1454100329999996e+43,2.7347954199031604e+42,4.4008551805656495e+42,1.0082781480000002e+44,1.5983097643478299e+43,1.671274203559488e+43,3.434108107,0.0924868380000001,0.1312223599999997,5.58806201e+43,9.368030418123901e+41,9.261844863640799e+41,1.4474589780000002e+44,3.29545479109147e+42,3.3570271451692396e+42
96,1eRASS J224623.3-524409,109.0,341.56,-52.72,1245.0,0.11,103.0,3.797983,4.17,3.31,6.46,160.882,152.714,167.826,4.706871268,0.9152140350000004,1.922772609,1.4461880510000002e+44,6.37291574680786e+42,3.5171192534013813e+42,4.195635995e+44,3.1064027928642134e+43,4.997301862627202e+43,4.561219467,0.0720223109999995,0.0719547199999999,1.9212344950000003e+44,8.575598102878401e+41,9.112286887194203e+41,5.544148490000001e+44,4.07418479890782e+42,4.254096832045521e+42
97,1eRASS J224956.5-642532,527.0,342.49,-64.43,1232.0,0.11,79.0,5.0586777,6.11,3.9,8.11,132.613,126.364,139.677,3.227478547,0.5269809030000001,0.829491875,1.5456508300000003e+44,5.96970343986199e+42,4.3279942644360996e+42,3.878690825e+44,3.1596349956732037e+43,3.3848403960985145e+43,4.824318771,0.0499918749999999,0.0499660510000001,2.339179109e+44,7.258869731042799e+41,5.988555164734901e+41,6.888203632e+44,3.2642131668275996e+42,2.6946991086207205e+42
98,1eRASS J224845.3-443141,15.0,342.24,-44.5,1542.0,0.35,161.0,6.596745,-1.0,5.77,-1.0,1450.813,1380.669,1533.87,9.612682311,2.5493048180000004,4.953486859,1.379828022e+45,6.225451533018838e+43,7.813482078258048e+43,4.9854453810000005e+45,9.157849666461e+44,3.1094145740297166e+44,9.578868746,0.6286321509999997,0.624722804000001,2.7284090350000003e+44,4.8230607277285204e+42,2.8885246089646803e+42,9.964425376e+44,2.1634711452248584e+43,1.507610856630608e+43
99,1eRASS J231653.2-545357,1007.0,349.22,-54.9,930.0,0.37,71.0,4.858876,-1.0,2.37,-1.0,102.995,81.494,127.008,1.83695839,1.0733432983,-1.83695839,3.866016817e+43,3.866016817e+43,1.996949138763945e+43,7.557618840999999e+43,7.557618484441643e+43,1.0470263965433947e+44,63.87476628,25.006714780000003,-63.87476628,3.0228080930000005e+43,3.0228080930000005e+43,2.345244948894274e+43,1.468507086e+44,1.468507074400355e+44,1.0323496135129356e+44
100,1eRASS J231722.5-535748,1311.0,349.34,-53.96,848.0,0.39,53.0,2.8374088,-1.0,2.08,-1.0,71.848,52.505,92.815,2.724856581,1.015189029,2.969311616,9.04909629e+43,5.272988133391032e+43,2.1405608717291915e+43,2.085884657e+44,2.0858844915209587e+44,8.763379613110309e+43,3.778450079,0.3778652720000002,0.4014355129999996,9.215427179e+43,7.597674902462261e+42,9.858112515463692e+42,2.4733756359999998e+44,2.5613150200096533e+43,2.235452034315372e+43
101,1eRASS J232138.0-415349,1855.0,350.41,-41.9,1150.0,0.11,55.0,3.1129391,1.73,1.58,2.08,94.892,90.108,99.485,2.042533809,0.1859791070000001,0.3912040449999998,1.005531197e+44,3.7662636189042296e+42,4.2468987808876505e+42,2.101347364e+44,1.4519005717720328e+43,1.4372337718925953e+43,3.171865858,0.0809587739999999,0.0809592560000003,1.253965603e+44,1.44186670853718e+42,1.2445349286485001e+42,3.1435880420000005e+44,4.6608411287758797e+42,4.4275590498183104e+42
